#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:testPrimates" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:testPrimates" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:testPrimates">
#                <taxonset id="TaxonSet.testPrimates" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:testPrimates" name="distribution" x="@birthRate.t:testPrimates">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:testPrimates" name="distribution">
#            <parameter id="kappa.s:testPrimates" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.01" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@testPrimates" id="treeLikelihood.testPrimates" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:testPrimates">
#            <siteModel id="SiteModel.s:testPrimates" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:testPrimates" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:testPrimates" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:testPrimates" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:testPrimates" kappa="@kappa.s:testPrimates" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:testPrimates" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:testPrimates" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:testPrimates" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:testPrimates" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
3001000	-1835.3481624741346	-1838.5268343985801	3.178671924445494	-1838.5268343985801	0.06781495921051697	8.720516228831444	40.074493833269194	21.160699236826744	0.34058371537378274	0.25342184350676134	0.13016941307612323	0.2758250280433323	
3002000	-1845.3544227633595	-1850.8071992720422	5.452776508682653	-1850.8071992720422	0.0575789966592027	10.994620813068604	21.84469942996091	21.160699236826744	0.34058371537378274	0.25342184350676134	0.13016941307612323	0.2758250280433323	
3003000	-1834.1948263136046	-1838.8900801545435	4.695253840938939	-1838.8900801545435	0.06190414279839034	10.23709814532489	20.900410245780098	21.160699236826744	0.34058371537378274	0.25342184350676134	0.13016941307612323	0.2758250280433323	
3004000	-1835.9035993177258	-1841.3629484387068	5.45934912098093	-1841.3629484387068	0.06505800108723273	10.267444416993266	18.301503183228945	15.175446786514703	0.3666254864956887	0.25342184350676134	0.13016941307612323	0.2497832569214263	
3005000	-1838.5260582744868	-1843.4659968530482	4.93993857856146	-1843.4659968530482	0.06556829711317855	9.748033874573796	34.59209113798904	15.175446786514703	0.3666254864956887	0.25342184350676134	0.13016941307612323	0.2497832569214263	
3006000	-1838.8355377742632	-1843.6359076794108	4.800369905147546	-1843.6359076794108	0.07181222943581443	9.608465201159882	22.064029051387415	15.175446786514703	0.3365357479978158	0.25342184350676134	0.13016941307612323	0.2798729954192992	
3007000	-1838.84149117256	-1844.0883821372831	5.24689096472331	-1844.0883821372831	0.05555293161568261	10.054986260735646	40.97188523617537	15.175446786514703	0.3365357479978158	0.25342184350676134	0.13016941307612323	0.2798729954192992	
3008000	-1834.7502186248748	-1840.2253060434357	5.475087418560842	-1840.2253060434357	0.0588651895484415	10.60739064005653	20.608920232753192	17.64675978122958	0.3509516661111396	0.25342184350676134	0.13016941307612323	0.26545707730597545	
3009000	-1835.4225470711067	-1839.3663905231585	3.9438434520519063	-1839.3663905231585	0.06984766784320492	9.341260503001884	31.233559891101073	19.869095360518106	0.3509516661111396	0.25342184350676134	0.13016941307612323	0.26545707730597545	
3010000	-1838.6339874001096	-1842.4082622227224	3.774274822612833	-1842.4082622227224	0.07628082464210831	9.17169187356281	17.77144646120582	19.869095360518106	0.33686674891085855	0.2675067607070424	0.13016941307612323	0.26545707730597545	
3011000	-1831.6512504313623	-1836.2789801417132	4.6277297103509785	-1836.2789801417132	0.0646971253761944	10.025146761300956	25.542522875429338	19.869095360518106	0.33686674891085855	0.23977445302484612	0.15790172075831949	0.26545707730597545	
3012000	-1832.224374338685	-1837.786372308207	5.561997969522154	-1837.786372308207	0.0618276347796615	10.169776275702844	21.020589987997244	13.77547181653913	0.324210581082261	0.2524306208534437	0.15790172075831949	0.26545707730597545	
3013000	-1832.517973657962	-1836.853735791667	4.335762133705046	-1836.853735791667	0.07178202614343042	9.8156697663804	17.559051960016596	20.599616125611302	0.324210581082261	0.2524306208534437	0.15790172075831949	0.26545707730597545	
3014000	-1833.9575997322013	-1838.0022890436062	4.044689311404838	-1838.0022890436062	0.07590650931374154	9.524596944080193	25.789721513340847	20.599616125611302	0.328890397908497	0.24775080402720767	0.15790172075831949	0.26545707730597545	
3015000	-1834.0261627626255	-1836.282557477266	2.256394714640476	-1836.282557477266	0.06524782578364724	7.7363023473158306	50.04533971920994	20.599616125611302	0.328890397908497	0.24775080402720767	0.15790172075831949	0.26545707730597545	
3016000	-1836.1908312331452	-1841.0328076765632	4.8419764434179715	-1841.0328076765632	0.05678371221267957	10.321884076093326	28.409048070917024	20.599616125611302	0.328890397908497	0.24775080402720767	0.15790172075831949	0.26545707730597545	
3017000	-1832.5928767913854	-1836.31568968587	3.7228128944846492	-1836.31568968587	0.0638212433718267	9.202720527160004	39.19914900372137	20.599616125611302	0.328890397908497	0.24775080402720767	0.15790172075831949	0.26545707730597545	
3018000	-1837.100559327423	-1841.4036830296511	4.303123702228142	-1841.4036830296511	0.07417795048943981	9.783031334903496	22.74602831028281	20.599616125611302	0.3263345648034096	0.24775080402720767	0.15790172075831949	0.26801291041106284	
3019000	-1832.7155535554307	-1837.587628357484	4.8720748020531435	-1837.587628357484	0.05729313919033809	10.351982434728498	30.960616698492256	20.599616125611302	0.3263345648034096	0.24775080402720767	0.15790172075831949	0.26801291041106284	
3020000	-1833.6763772234817	-1838.1346119301759	4.458234706694244	-1838.1346119301759	0.06828177617067639	9.938142339369598	28.650127637927145	20.599616125611302	0.3263345648034096	0.24775080402720767	0.15790172075831949	0.26801291041106284	
3021000	-1835.963430551159	-1840.1006859748209	4.137255423661799	-1840.1006859748209	0.07244861572619457	9.449919887871719	20.83279795247136	19.138119863429065	0.3561877243225161	0.24942655858874363	0.15790172075831949	0.23648399633042036	
3022000	-1839.6486457952726	-1844.6339277139648	4.985281918692225	-1844.6339277139648	0.06767416869752862	10.297946382902145	24.79277373096978	19.138119863429065	0.3561877243225161	0.24942655858874363	0.17086148662724085	0.223524230461499	
3023000	-1843.825460400361	-1846.7617360264267	2.9362756260656013	-1846.7617360264267	0.05381225492723673	8.647665813765531	47.68213613241428	22.75322313729196	0.3561877243225161	0.24942655858874363	0.17086148662724085	0.223524230461499	
3024000	-1836.6821390675389	-1841.448870973787	4.766731906248129	-1841.448870973787	0.05709209437344288	10.478122093948059	21.590919706262184	22.75322313729196	0.3302750231916408	0.2753392597196189	0.17086148662724085	0.223524230461499	
3025000	-1841.1661922498452	-1843.901143272429	2.7349510225837923	-1843.901143272429	0.06962405806623888	8.85995287343599	35.19892445257292	27.004433915996238	0.3231420602929653	0.2753392597196189	0.17086148662724085	0.23065719336017448	
3026000	-1836.9868454154434	-1840.45849817842	3.4716527629765634	-1840.45849817842	0.06617222402249369	9.596654613828761	12.522552224219467	27.004433915996238	0.3043662106619851	0.2753392597196189	0.17086148662724085	0.2494330429911547	
3027000	-1838.4847842480362	-1842.014232832939	3.529448584902619	-1842.014232832939	0.0735732867799122	9.858825698232469	23.61870842726106	29.308975182416717	0.3043662106619851	0.2753392597196189	0.17086148662724085	0.2494330429911547	
3028000	-1836.9730665183763	-1840.181155571742	3.208089053365722	-1840.181155571742	0.06640660643357178	9.321107961502744	34.37209013973707	26.8736304161897	0.3043662106619851	0.2753392597196189	0.17086148662724085	0.2494330429911547	
3029000	-1839.1179286898712	-1840.915621907366	1.7976932174947997	-1840.915621907366	0.06667211212402499	7.910712125631822	44.78069609563362	26.8736304161897	0.3043662106619851	0.2753392597196189	0.17086148662724085	0.2494330429911547	
3030000	-1839.9308516253868	-1843.6584576572293	3.7276060318425692	-1843.6584576572293	0.06516617856992526	9.840624939979591	16.985186537759976	26.8736304161897	0.3261210497185155	0.2753392597196189	0.17086148662724085	0.22767820393462432	
3031000	-1838.1956712867911	-1842.1228880269032	3.9272167401121063	-1842.1228880269032	0.07229517252458091	9.709012425103126	25.385409444602217	23.439491766117797	0.3261210497185155	0.2753392597196189	0.17086148662724085	0.22767820393462432	
3032000	-1838.6423725329648	-1843.2379936320174	4.595621099052526	-1843.2379936320174	0.0652917064007199	10.377416784043545	20.931383970123303	23.439491766117797	0.3261210497185155	0.2753392597196189	0.17086148662724085	0.22767820393462432	
3033000	-1836.9223375988572	-1840.7092663891515	3.786928790294377	-1840.7092663891515	0.06363587347379672	9.568724475285396	33.640967763090046	23.439491766117797	0.3261210497185155	0.2753392597196189	0.17086148662724085	0.22767820393462432	
3034000	-1837.6699152159374	-1842.4343728166884	4.764457600750957	-1842.4343728166884	0.059217777871771106	10.546253285741976	31.420521601544593	23.439491766117797	0.3261210497185155	0.2753392597196189	0.17086148662724085	0.22767820393462432	
3035000	-1836.1412853040513	-1840.7945298813079	4.653244577256709	-1840.7945298813079	0.05853481737157073	10.435040262247728	21.204268498643984	23.439491766117797	0.3261210497185155	0.2753392597196189	0.17086148662724085	0.22767820393462432	
3036000	-1837.0268182088691	-1840.509455573572	3.4826373647028923	-1840.509455573572	0.057404462068262885	9.264433049693912	10.107666248137962	23.439491766117797	0.3261210497185155	0.2753392597196189	0.17086148662724085	0.22767820393462432	
3037000	-1834.1960859493129	-1837.516536786619	3.3204508373061987	-1837.516536786619	0.06633504182137513	9.102246522297218	35.43037227947197	23.439491766117797	0.3261210497185155	0.24053069874629357	0.17086148662724085	0.26248676490794964	
3038000	-1835.9267373442801	-1839.488273276773	3.561535932493017	-1839.488273276773	0.06115129009556569	9.343331617484036	37.23217895525284	23.439491766117797	0.3261210497185155	0.24053069874629357	0.16348257250666376	0.26986567902852676	
3039000	-1836.796726640634	-1842.2871126360255	5.490385995391439	-1842.2871126360255	0.07051318479931873	10.052439143733542	26.21797988913898	13.468867853965431	0.3261210497185155	0.23458730373041908	0.16348257250666376	0.27580907404440125	
3040000	-1837.9167966262457	-1843.2671970872254	5.350400460979642	-1843.2671970872254	0.061129407917013906	9.912453609321744	19.613930085567695	13.468867853965431	0.3261210497185155	0.23458730373041908	0.16348257250666376	0.27580907404440125	
3041000	-1837.2531139806006	-1842.084737903713	4.831623923112375	-1842.084737903713	0.06752253672953108	9.393677071454478	24.711252734172433	13.468867853965431	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3042000	-1834.9889526635673	-1839.9044028209391	4.915450157371838	-1839.9044028209391	0.06753635902005446	10.036933232236462	16.594212905677338	17.560007706067196	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3043000	-1836.104071147691	-1841.3982382911913	5.2941671435004025	-1841.3982382911913	0.062483871236799625	10.415650218365027	19.554904078578225	17.560007706067196	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3044000	-1834.0247119338146	-1839.0838343387818	5.059122404967127	-1839.0838343387818	0.060644563904705635	10.180605479831751	23.18291391610595	17.560007706067196	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3045000	-1834.7656967307419	-1839.0158450853173	4.2501483545755345	-1839.0158450853173	0.07178819547222856	9.371631429440159	29.523396267884582	17.560007706067196	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3046000	-1834.364007851277	-1838.78514848498	4.421140633703153	-1838.78514848498	0.06791635260273354	9.542623708567778	29.897426661809913	17.560007706067196	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3047000	-1837.1693564961513	-1841.9333152776803	4.763958781529045	-1841.9333152776803	0.0637007935032301	9.334668754479276	29.968439047564775	13.526552725777924	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3048000	-1835.9575426060212	-1841.493705151691	5.536162545669882	-1841.493705151691	0.059231342587816975	10.35928177618713	21.330339933745773	15.284255297344478	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3049000	-1837.6613626716216	-1842.1065396999622	4.445177028340515	-1842.1065396999622	0.07886614119357252	9.268296258857763	18.142742154073698	15.284255297344478	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3050000	-1835.3995946575178	-1840.224310367946	4.824715710428038	-1840.224310367946	0.07412136491927941	9.755210624794248	22.40384215964287	16.077802143642447	0.3261210497185155	0.2319576206737644	0.16611225556331843	0.27580907404440125	
3051000	-1839.4723942652593	-1845.2006168111816	5.728222545922311	-1845.2006168111816	0.05850471385085026	10.658717460288521	25.34608633481844	16.077802143642447	0.3261210497185155	0.22630325436491291	0.17176662187216993	0.27580907404440125	
3052000	-1837.9780358788878	-1841.6330071617804	3.65497128289247	-1841.6330071617804	0.061162610681988056	9.151788536151052	36.31838567149878	20.751720451293917	0.3261210497185155	0.22630325436491291	0.17176662187216993	0.27580907404440125	
3053000	-1838.3776216500885	-1842.8232537325136	4.445632082425165	-1842.8232537325136	0.06390982075475812	9.942449335683747	13.055791069211836	20.751720451293917	0.3261210497185155	0.22630325436491291	0.17176662187216993	0.27580907404440125	
3054000	-1840.511107537401	-1843.782749877766	3.2716423403651422	-1843.782749877766	0.07126461525997148	8.616444804845742	8.682109463793887	19.412994011423915	0.3261210497185155	0.22630325436491291	0.17176662187216993	0.27580907404440125	
3055000	-1836.8242402665176	-1839.7682708334855	2.9440305669679177	-1839.7682708334855	0.06373807203330528	8.08810719120455	45.264536268925625	17.741499316130348	0.3261210497185155	0.22630325436491291	0.17176662187216993	0.27580907404440125	
3056000	-1837.6085756736927	-1841.4861915496317	3.8776158759390356	-1841.4861915496317	0.06375498988813375	9.021692500175668	40.04674524485512	17.741499316130348	0.3261210497185155	0.22630325436491291	0.17176662187216993	0.27580907404440125	
3057000	-1837.225662038863	-1842.4466327596012	5.22097072073834	-1842.4466327596012	0.05483032949849729	10.365047344974972	30.68115413649008	17.741499316130348	0.3261210497185155	0.22630325436491291	0.17176662187216993	0.27580907404440125	
3058000	-1839.4179431478374	-1844.7466253105474	5.328682162710061	-1844.7466253105474	0.0681643085990334	9.705829681474958	16.444289247965102	12.276376725152467	0.3261210497185155	0.22630325436491291	0.16171545583199645	0.2858602400845747	
3059000	-1838.3777527162413	-1843.813763714061	5.436010997819826	-1843.813763714061	0.07401323957613969	9.813158516584723	17.55069039216729	12.276376725152467	0.3261210497185155	0.22630325436491291	0.16171545583199645	0.2858602400845747	
3060000	-1837.346793152295	-1837.7608101872436	0.4140170349485057	-1837.7608101872436	0.06381259585240878	6.077639339288464	64.28940654997481	22.296031502708278	0.3175607902582208	0.25767028717520674	0.16171545583199645	0.2630534667345756	
3061000	-1833.7143760101283	-1839.0171430536448	5.302767043516463	-1839.0171430536448	0.06380370241604938	9.804227374559723	26.069112696857744	13.069801994864324	0.3175607902582208	0.25641448108747567	0.16297126191972752	0.2630534667345756	
3062000	-1833.9317567597802	-1839.1594424657142	5.227685705934	-1839.1594424657142	0.06886450457747938	9.72914603697726	15.267014161114412	13.069801994864324	0.3175607902582208	0.25641448108747567	0.16297126191972752	0.2630534667345756	
3063000	-1836.2131020350741	-1841.990870260656	5.777768225581964	-1841.990870260656	0.057694027109438425	10.279228556625224	20.25889579979341	13.069801994864324	0.3175607902582208	0.25641448108747567	0.16297126191972752	0.2630534667345756	
3064000	-1834.8360614827002	-1841.4016280339852	6.565566551285043	-1841.4016280339852	0.05218264778538135	11.067026882328303	24.08505418650568	13.069801994864324	0.3175607902582208	0.25641448108747567	0.16297126191972752	0.2630534667345756	
3065000	-1837.298535363643	-1840.4588960762035	3.1603607125606388	-1840.4588960762035	0.06983341413611986	7.661821043603899	43.37015705377345	13.069801994864324	0.3175607902582208	0.24399378478005093	0.16297126191972752	0.2754741630420003	
3066000	-1835.370075107295	-1841.237112524175	5.867037416880079	-1841.237112524175	0.057003373934824283	10.368497747923339	19.853968802346916	13.069801994864324	0.3175607902582208	0.26191350782121325	0.1450515388785652	0.2754741630420003	
3067000	-1836.4950464298408	-1840.502600685853	4.007554256012172	-1840.502600685853	0.07441350059437764	9.197776599724481	29.97330915563175	18.11631166551841	0.32966639839347645	0.2498078996859576	0.1450515388785652	0.2754741630420003	
3068000	-1833.3730707454208	-1837.9747749051107	4.601704159689994	-1837.9747749051107	0.07120282644664322	9.791926503402303	14.601753477557313	18.11631166551841	0.32966639839347645	0.2498078996859576	0.1450515388785652	0.2754741630420003	
3069000	-1834.438010737867	-1839.225554815873	4.78754407800591	-1839.225554815873	0.06300922236589523	9.977766421718218	34.14875768948153	18.11631166551841	0.32966639839347645	0.2498078996859576	0.1450515388785652	0.2754741630420003	
3070000	-1832.9435196982522	-1837.9997686342044	5.056248935952265	-1837.9997686342044	0.05877635435046832	10.637122503734568	25.65872612137255	21.519889713644385	0.32966639839347645	0.2498078996859576	0.1450515388785652	0.2754741630420003	
3071000	-1837.6517815557022	-1842.6874406947657	5.035659139063535	-1842.6874406947657	0.059616305440258956	10.616532706845838	16.96489237046998	21.519889713644385	0.32966639839347645	0.2498078996859576	0.1450515388785652	0.2754741630420003	
3072000	-1833.5138230495606	-1838.3458150643157	4.8319920147551905	-1838.3458150643157	0.07287536467701959	9.698814952269952	22.574724710457783	15.603860329715488	0.32966639839347645	0.2498078996859576	0.14278625301360648	0.277739448906959	
3073000	-1832.7903129909805	-1838.0097913548657	5.219478363885175	-1838.0097913548657	0.06052588130279681	10.086301301399937	14.133412464320337	15.603860329715488	0.32966639839347645	0.2498078996859576	0.14278625301360648	0.277739448906959	
3074000	-1834.0857173676152	-1838.6671187454292	4.581401377814071	-1838.6671187454292	0.06694826408598666	9.448224315328833	37.167249716059764	15.603860329715488	0.3312128470885018	0.24826145099093225	0.14278625301360648	0.277739448906959	
3075000	-1839.9053747485602	-1843.5228367105715	3.6174619620112534	-1843.5228367105715	0.058609946765737324	9.163488594951977	33.33904383110778	21.19898051508084	0.3312128470885018	0.24826145099093225	0.14278625301360648	0.277739448906959	
3076000	-1833.5960457848023	-1839.3437554670702	5.747709682267794	-1839.3437554670702	0.05722803725506124	10.537684266287956	30.10730069047944	15.044928291932612	0.3312128470885018	0.24826145099093225	0.14278625301360648	0.277739448906959	
3077000	-1833.998078429737	-1839.9608849115239	5.962806481786832	-1839.9608849115239	0.055301364276830516	10.752781065806994	33.09422701734796	15.044928291932612	0.3312128470885018	0.24826145099093225	0.14278625301360648	0.277739448906959	
3078000	-1835.4298378143797	-1841.0032660165916	5.573428202212077	-1841.0032660165916	0.05657266245216211	10.363402786232239	22.4930186581835	15.044928291932612	0.3312128470885018	0.24826145099093225	0.14278625301360648	0.277739448906959	
3079000	-1833.2576471683726	-1838.0955986219167	4.837951453544156	-1838.0955986219167	0.06681998149924617	9.627926037564318	14.068011012536287	15.044928291932612	0.3312128470885018	0.24826145099093225	0.14278625301360648	0.277739448906959	
3080000	-1832.1242846582825	-1837.5950656357995	5.470780977517022	-1837.5950656357995	0.06255256906951608	10.260755561537184	24.728189797494746	15.044928291932612	0.3312128470885018	0.24826145099093225	0.14278625301360648	0.277739448906959	
3081000	-1833.4660533437564	-1838.7111920167292	5.245138672972799	-1838.7111920167292	0.06635057674444576	10.035113256992961	21.164650752758106	15.044928291932612	0.3312128470885018	0.24826145099093225	0.14278625301360648	0.277739448906959	
3082000	-1834.56518800467	-1839.5633498897623	4.998161885092338	-1839.5633498897623	0.06502608918387087	9.7881364691125	21.083583646755088	15.044928291932612	0.3312128470885018	0.23901423834423807	0.168276646683427	0.2614962678838326	
3083000	-1835.633929441597	-1839.999502982323	4.365573540725953	-1839.999502982323	0.07334927646555447	9.155548124746115	30.36589282984206	15.044928291932612	0.3466953973428754	0.23901423834423807	0.1527940964290534	0.2614962678838326	
3084000	-1834.5161882361044	-1840.5082741162344	5.99208588013001	-1840.5082741162344	0.06173129435277373	10.782060464150172	22.16290705256176	15.044928291932612	0.3466953973428754	0.23901423834423807	0.1527940964290534	0.2614962678838326	
3085000	-1837.8169121004648	-1842.186799386393	4.369887285928175	-1842.186799386393	0.06442094097925957	9.159861869948337	10.954484795126774	15.044928291932612	0.3466953973428754	0.23901423834423807	0.1527940964290534	0.2614962678838326	
3086000	-1838.291468113477	-1844.5683608647744	6.276892751297386	-1844.5683608647744	0.05678503284866353	11.066867335317548	31.42439482542594	15.044928291932612	0.3466953973428754	0.23901423834423807	0.1527940964290534	0.2614962678838326	
3087000	-1832.936304792112	-1837.723925936541	4.787621144428962	-1837.723925936541	0.06325911668038506	9.577595728449124	11.849737945766746	15.044928291932612	0.3466953973428754	0.23901423834423807	0.1527940964290534	0.2614962678838326	
3088000	-1835.0217856939935	-1841.186789952151	6.165004258157581	-1841.186789952151	0.056395642157824194	10.954978842177743	23.630992204809264	15.044928291932612	0.3466953973428754	0.24505599153039373	0.1527940964290534	0.25545451469767694	
3089000	-1833.034384373275	-1838.58990813956	5.555523766284959	-1838.58990813956	0.0579205627183344	10.345498350305121	17.81956997347865	15.044928291932612	0.3466953973428754	0.24505599153039373	0.1527940964290534	0.25545451469767694	
3090000	-1838.0916252538284	-1843.5527633435324	5.46113808970408	-1843.5527633435324	0.05475482508947545	10.251112673724242	14.014778241312467	15.044928291932612	0.3466953973428754	0.24505599153039373	0.1527940964290534	0.25545451469767694	
3091000	-1835.4322281856919	-1838.8831429525155	3.4509147668235602	-1838.8831429525155	0.0603840004352784	9.717539942238611	27.80184402542736	28.586410458047705	0.3466953973428754	0.25704699269933307	0.1408030952601141	0.25545451469767694	
3092000	-1837.1420039936324	-1841.0779320619602	3.9359280683277387	-1841.0779320619602	0.058479131737325225	8.776850537798868	42.79187568932049	15.41389406524485	0.3466953973428754	0.25704699269933307	0.1408030952601141	0.25545451469767694	
3093000	-1836.0663745237082	-1841.1985731945003	5.132198670792105	-1841.1985731945003	0.06703673626480669	9.545136919296878	24.129715396725743	12.50136734515427	0.32889204948806433	0.23598117069852279	0.16186891726092437	0.273257862552488	
3094000	-1837.718061667467	-1840.3606311614494	2.642569493982437	-1840.3606311614494	0.07364594043740559	8.283979279249483	34.46181288327535	22.085726029117133	0.32889204948806433	0.23598117069852279	0.16186891726092437	0.273257862552488	
3095000	-1837.4258231402289	-1841.5199303600755	4.09410721984651	-1841.5199303600755	0.06936092694757641	9.735517005113556	18.433633535074346	22.085726029117133	0.35177559572180483	0.23598117069852279	0.16186891726092437	0.2503743163187475	
3096000	-1833.9748102040733	-1839.1111123304222	5.136302126348999	-1839.1111123304222	0.05858905584292246	10.777711911616045	21.581670303591395	22.085726029117133	0.35177559572180483	0.23598117069852279	0.16186891726092437	0.2503743163187475	
3097000	-1837.5093259783894	-1840.7805388426277	3.2712128642382954	-1840.7805388426277	0.05994902801964599	8.912622649505341	8.47031173466703	22.085726029117133	0.35177559572180483	0.23598117069852279	0.16186891726092437	0.2503743163187475	
3098000	-1837.7290327601797	-1840.957322077849	3.2282893176694536	-1840.957322077849	0.06966603542739423	9.122582983089877	26.973423090622585	24.567305219339392	0.35613603001659216	0.23338110608082444	0.15750848296613704	0.25297438093644586	
3099000	-1836.889708425198	-1841.9150272116665	5.025318786468446	-1841.9150272116665	0.05792391625001979	10.91961245188887	24.412533671646827	24.567305219339392	0.35613603001659216	0.23338110608082444	0.15750848296613704	0.25297438093644586	
3100000	-1837.4224224740594	-1841.6359826052292	4.213560131169636	-1841.6359826052292	0.05960148251897593	10.10785379659006	20.767189508298635	24.567305219339392	0.35613603001659216	0.23338110608082444	0.15750848296613704	0.25297438093644586	
3101000	-1834.1497689168823	-1838.5069787283546	4.357209811472391	-1838.5069787283546	0.06664062986582348	10.251503476892815	21.36162311102868	24.567305219339392	0.35613603001659216	0.23338110608082444	0.1594249050728462	0.2510579588297367	
3102000	-1835.6613395707445	-1839.802675972604	4.141336401859483	-1839.802675972604	0.05808464922956309	10.035630067279907	30.91963413103408	24.567305219339392	0.3338732964526157	0.23338110608082444	0.1594249050728462	0.27332069239371315	
3103000	-1836.673581004012	-1839.7701609797066	3.096579975694622	-1839.7701609797066	0.07702162507933677	8.990873641115046	28.758229758788186	24.567305219339392	0.3338732964526157	0.23338110608082444	0.1594249050728462	0.27332069239371315	
3104000	-1834.7405314027687	-1838.4585088801848	3.717977477416145	-1838.4585088801848	0.06341351087103335	9.612271142836569	37.54050612755603	24.567305219339392	0.3338732964526157	0.23338110608082444	0.1594249050728462	0.27332069239371315	
3105000	-1836.988858259877	-1840.033241237676	3.0443829777991764	-1840.033241237676	0.06506637773377223	9.057480022646375	10.091538863109903	25.801069502607678	0.3338732964526157	0.23338110608082444	0.1594249050728462	0.27332069239371315	
3106000	-1837.1005484781012	-1841.5031292128594	4.402580734758291	-1841.5031292128594	0.06117495898213583	10.41567777960549	25.934111323739977	25.801069502607678	0.3338732964526157	0.23338110608082444	0.1594249050728462	0.27332069239371315	
3107000	-1836.3213673511855	-1841.1763269791913	4.854959628005918	-1841.1763269791913	0.0685522615466135	9.887203857641781	25.640936756210557	16.855984782636895	0.3338732964526157	0.23338110608082444	0.1594249050728462	0.27332069239371315	
3108000	-1836.325256269995	-1841.849249237735	5.523992967740051	-1841.849249237735	0.05133138282398499	10.556237197375914	19.371897851353758	16.855984782636895	0.3338732964526157	0.23338110608082444	0.1594249050728462	0.27332069239371315	
3109000	-1834.224633753883	-1838.6736785127516	4.449044758868592	-1838.6736785127516	0.06606040433831174	9.696229457538248	13.635012018743204	18.58670374990482	0.3338732964526157	0.24739509583258362	0.14541091532108702	0.27332069239371315	
3110000	-1834.4982242587123	-1838.7424271658124	4.244202907100039	-1838.7424271658124	0.07183813957745609	9.491387605769695	20.09509656194205	18.58670374990482	0.3326866772855042	0.24739509583258362	0.14541091532108702	0.27450731156082464	
3111000	-1833.4522890375124	-1837.6729903606226	4.220701323110182	-1837.6729903606226	0.06394072710906991	10.041263745302377	17.55628143491744	23.823756784118515	0.3326866772855042	0.24739509583258362	0.14541091532108702	0.27450731156082464	
3112000	-1836.501911460594	-1839.8574967188442	3.355585258250189	-1839.8574967188442	0.07197907482511763	9.176147680442384	11.635800554061461	23.823756784118515	0.3326866772855042	0.24739509583258362	0.14541091532108702	0.27450731156082464	
3113000	-1837.7969727475886	-1842.1207375087029	4.323764761114193	-1842.1207375087029	0.06146844240143967	10.144327183306387	25.377292822921177	23.823756784118515	0.3138760619060374	0.24739509583258362	0.14541091532108702	0.29331792694029146	
3114000	-1835.481186019159	-1839.3701382703796	3.8889522512205783	-1839.3701382703796	0.06043042706667556	9.709514673412773	40.14707108160754	23.823756784118515	0.3328121170605183	0.27145430944952187	0.14541091532108702	0.25032265816887234	
